2018-02-26T15:25:29.091940,2e46fad5-6f59-49d8-b1ab-cce5ad089f18,26.3899140358,0
2018-02-26T15:25:55.435909,14a50260-0847-441d-a1e3-8a1e9da230e6,48.5072720051,0
2018-02-26T15:26:21.656999,08f3831b-47f7-445d-b9fa-1fe0c77600f1,65.458096981,1
2018-02-26T15:26:48.101380,b641a307-d32c-4686-9eeb-d8d9b643f6b6,81.9470808506,2
2018-02-26T15:28:05.950889,22c8a876-85b1-4da3-a31d-1aa7a4a12aca,154.283973932,2
2018-02-26T15:28:32.122583,acc6bde8-7d80-40d5-9890-685de764a5d5,169.84386301,3
2018-02-26T15:28:58.171887,37bff893-cfef-4954-84ea-afa746aa3308,187.486341953,4
2018-02-26T15:29:23.983469,d2634789-d8b6-4903-ac54-5ac196f2dddc,202.203962088,4
2018-02-26T15:29:50.512043,51694648-52b2-43d1-9c04-eb605b7241b2,217.683940172,5
2018-02-26T15:30:11.071371,c8c26528-7ad1-4a80-a142-93a241383773,219.337079048,6
2018-02-26T15:30:17.581483,0698379d-d1ca-4634-9d48-80d6ede162f1,217.414638996,8
2018-02-26T15:30:42.478942,16b4148f-497a-4351-aa01-5e132982a4da,235.743813992,9
2018-02-26T15:30:44.555390,96addd8c-ebbe-4adc-9f87-2edd84fa1d05,227.409182072,9
2018-02-26T15:31:08.346016,c8a6ca31-cae6-464f-ad4b-21bbe380f96f,235.445229053,10
2018-02-26T15:31:11.997796,9edd295c-4213-4e99-88fd-e0841b045c98,231.293941021,10
2018-02-26T15:31:34.274194,d0b656b1-2c43-4097-a43d-af445345cdc3,237.379119873,11
2018-02-26T15:31:39.756957,6fd17b3b-475e-4c58-8a62-dba33d08b655,237.584656954,11
2018-02-26T15:32:00.261344,5a5ebc4f-2c6d-4ff1-b78c-28eb9602deba,251.367818117,12
2018-02-26T15:32:07.018811,4c312e52-e33a-4841-819f-ef31d32dc69f,253.681282997,13
2018-02-26T15:32:26.322288,ba7737d5-4db8-44da-bc3d-139bdd494c5d,258.171496868,13
2018-02-26T15:32:27.849860,6f4febb3-06d7-4f0b-903e-df93b7555840,256.157685041,14
2018-02-26T15:32:35.609729,a2a44617-f345-48df-9453-ee98162813cb,252.554438114,15
2018-02-26T15:32:52.019301,bc50b88b-4d21-44cd-bcc5-603373b78459,252.55078578,15
2018-02-26T15:32:55.325472,bb236664-82c9-4c04-bcc6-165deb7a2995,249.979819059,16
2018-02-26T15:33:03.730271,c6154b17-b610-4654-9386-b28d9f5ba62c,240.919814825,16
2018-02-26T15:33:07.466395,e2ca4ce5-0f81-4dcb-b587-ca0122a941d5,239.696097136,17
2018-02-26T15:33:17.941235,6e77365c-5f7c-4e38-984e-a4e3503e96ff,248.110687017,18
2018-02-26T15:33:22.659343,0af31489-6ac5-4c69-9171-40c8f251cd4e,231.050926924,18
2018-02-26T15:33:31.511246,380e209e-efe2-4296-857a-8a05b8b6c553,231.376882076,19
2018-02-26T15:33:38.270300,c3194465-02a4-4250-beb6-d1f8294118b1,230.93144393,19
2018-02-26T15:33:43.813749,ca52965f-6005-4d2c-b4e7-c4f1e0c46129,229.315911055,19
2018-02-26T15:33:50.993229,c1d3d7d5-6eaa-4e1b-9df5-f555c3342bbb,225.621892929,20
2018-02-26T15:33:59.326394,d96c238e-72ff-4e8f-8a34-a1486ad46976,213.268962145,19
2018-02-26T15:34:04.156461,257b3d62-4cee-48e7-881a-c48b35ed13f6,214.143300056,20
2018-02-26T15:34:09.845107,84d25228-3990-4b16-b678-2d8f4b0af187,208.32878089,21
2018-02-26T15:34:17.415326,a08aae09-5ae4-45f9-8df3-ce981e8105ba,207.658011913,20
2018-02-26T15:34:25.892762,322b393d-addb-422e-b049-6a829a14fbdd,214.805190086,21
2018-02-26T15:34:30.844298,ef26ac43-8f8f-42a0-a8ae-532a7f3d74d7,203.026103973,22
2018-02-26T15:34:36.457989,3d628f26-9c52-48e3-8b16-757f48913571,201.210251808,21
2018-02-26T15:34:44.652494,422902ab-79b0-4483-9878-3919c5316367,193.398614883,22
2018-02-26T15:34:52.501776,86337d7d-e31d-484c-b945-e0d6818aba05,187.801660061,21
2018-02-26T15:35:02.537920,5c261737-d3ba-4cfb-bb2a-b01420fe7b4f,193.114776134,22
2018-02-26T15:35:03.004147,1e6a04b1-a000-4a20-93af-a113462a26f8,186.491129875,23
2018-02-26T15:35:11.562676,55a15672-32b2-43ef-ab84-b32547077762,191.772145033,24
